"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ANXA4",0.432664,0.499808,1.94436806029152,0.0708151513561102,0.175043674639995,-5.28480699677381
"SYCP2",0.50018,0.183018,1.94391039862219,0.07087463963196,0.175121747374087,-5.28555851687398
"ANXA2",-0.465606,-0.022023,-1.9428775359565,0.0710090601717628,0.175349259282031,-5.2872541801988
"DKK4",-0.77952,-0.253976,-1.94277362137631,0.0710225967327793,0.175349259282031,-5.28742474836278
"FGF5",0.50016,-0.314,1.9420091555775,0.0711222524475466,0.175518660031355,-5.28867939605029
"ZNF26",0.405412,0.067346,1.94181836736286,0.0711471432631878,0.175518660031355,-5.28899247344603
"USP14",-0.575834,0.177603,-1.94141949782387,0.0711992064136177,0.175578082299357,-5.28964694652407
"CELF2",-0.495532,-0.326474,-1.94102113969135,0.0712512371337345,0.175637377946315,-5.29030050057754
"TM4SF18",0.5068,0.3771,1.93876366840136,0.0715467408913416,0.176296562950161,-5.29400264207327
"CD163",-0.46099,-0.090465,-1.93844373093254,0.0715887101736888,0.176330747664863,-5.29452711595154
"RELT",-0.91052,-0.04238,-1.93775301025627,0.0716793944230098,0.176484848724523,-5.2956592391432
"SMC1A",0.6297,0.30573,1.93614314197062,0.0718911553463158,0.176936819981756,-5.29829695322538
"MYO1B",0.4586,0.06921,1.93584112314917,0.0719309454976302,0.176965352388525,-5.29879165491402
"SIGLEC7",-0.481038,-0.248573,-1.9350131498029,0.0720401306132431,0.17716452183727,-5.300147624736
"MST1R",-0.4468,-0.06918,-1.93438257477382,0.0721233849960678,0.177255994045264,-5.30118008332342
"UPK3A",-0.59772,-0.67916,-1.93430364047209,0.0721338127456349,0.177255994045264,-5.3013093105562
"AFP",0.6726,0.18036,1.93059714290521,0.0726249992693959,0.178324056331925,-5.30737384773291
"DOC2B",-0.587418,0.078989,-1.93046516669874,0.0726425442693358,0.178324056331925,-5.30758965759161
"STRN",-0.595126,0.037617,-1.93038127748216,0.0726536985405883,0.178324056331925,-5.30772683014815
"LRPPRC",0.431202,0.272339,1.93013734921942,0.072686141063673,0.17833394109289,-5.30812567236771
"IL17D",-0.523942,-0.506809,-1.92729047054353,0.0730657432532332,0.17917576330552,-5.31277831225705
"KLHL6",0.58714,-0.12849,1.9271362835306,0.0730863534197148,0.17917576330552,-5.31303018173677
"PPP1R15B",0.83488,0.13304,1.92656128948302,0.0731632590279709,0.179294265388343,-5.31396934648234
"WDR27",0.506654,0.244713,1.92469319784631,0.0734136202322243,0.1798007235724,-5.31701942643362
"ENPP7",0.357582,0.044121,1.92459186055246,0.0734272234729224,0.1798007235724,-5.31718483153385
"GALNT12",0.601438,-0.260301,1.92390282635742,0.0735197777488548,0.179957147095091,-5.31830935044776
"RASSF3",-0.46553,-0.393075,-1.92365381434921,0.0735532520376707,0.17996161456777,-5.31871568395202
"APOBEC3B",-0.48081,-0.289665,-1.9234627037829,0.0735789520364718,0.17996161456777,-5.31902751343039
"RHOU",-0.60165112,-0.32849444,-1.92117489937795,0.073887237799593,0.180640198652464,-5.32275900912967
"SEC13",0.439334,0.244295,1.92097697728457,0.0739139627373369,0.180640198652464,-5.32308170192631
"CRX",-0.682086000000001,0.134657,-1.91614850834511,0.0745686403067403,0.18214185549098,-5.33094784330722
"FRG1B",0.605178,0.253609,1.91601767974287,0.0745864513403154,0.18214185549098,-5.33116081220582
"PARD6B",-0.46884,0.38342,-1.91533681658316,0.0746792059982533,0.18229743167835,-5.33226901122048
"DBI",0.5619966,0.4338557,1.91364250445282,0.0749104743439149,0.182790877520377,-5.33502570560239
"AMMECR1",-0.511394,0.077137,-1.91277730229169,0.0750288200308119,0.182958604379347,-5.33643284535682
"COL9A2",-0.46461,0.098585,-1.91271377936982,0.0750375155628488,0.182958604379347,-5.33653614203128
"HLA-F-AS1",-0.44961,-0.139205,-1.91246487710701,0.0750715960535655,0.182970616245506,-5.33694087003988
"PLXNA3",-0.5058,-0.048574,-1.91170168578931,0.0751761814262269,0.183154392325699,-5.33818166007078
"LIN9",-0.451998,0.161439,-1.91116543631254,0.0752497457383583,0.183179664083227,-5.33905331064427
"SLC45A4",-0.48682,0.181242,-1.9111177790786,0.0752562866312641,0.183179664083227,-5.33913076827488
"SMAD6",0.588948,-0.059926,1.91082856083758,0.0752959924209446,0.183179664083227,-5.33960081158762
"TAOK2",0.475,-0.0722,1.91077532099288,0.0753033035906192,0.183179664083227,-5.33968733336097
"MIER2",-0.615192,-0.167278,-1.91003073334536,0.0754056211010601,0.183357488582043,-5.34089723353159
"KLF12",0.3981982,-0.0140209,1.90936712956099,0.0754969155193612,0.183463018723688,-5.34197530008961
"HCN1",-0.463402,0.149601,-1.90920782700585,0.0755188461416249,0.183463018723688,-5.34223406343133
"RAB27B",-0.476276,-0.371372,-1.90907803985052,0.0755367177154253,0.183463018723688,-5.34244487371555
"HNMT",0.55008,0.22784,1.90733438645772,0.0757771860588908,0.183975868358065,-5.3452762070344
"SDCBP2",-0.5263958,-0.1172639,-1.90667986036625,0.0758676296021282,0.184124224046,-5.34633861716664
"FLJ20464",-0.449204,0.148638,-1.90603512465911,0.0759568151111784,0.184269413079921,-5.34738491939746
"MAN1A1",-0.4972,0.22524,-1.90515175749095,0.076079163161484,0.184494910356056,-5.34881813315756
"MTA3",-0.4473956,-0.0694022,-1.90431671381566,0.0761949810629184,0.184704403689021,-5.35017257364254
"SPATA24",0.5204,-0.013098,1.90340280465502,0.0763219188498731,0.184940680579847,-5.35165452025495
"PVRL3",-0.500606,-0.140383,-1.90303496852765,0.0763730631838475,0.184953408107122,-5.35225086172533
"MMD",-0.4222,0.07328,-1.9029411611536,0.076386111187645,0.184953408107122,-5.35240293243601
"PEX16",0.38959,0.146345,1.90243111797377,0.0764570899613252,0.185053874507241,-5.3532296813367
"MR1",-0.358016,0.030258,-1.90204750915321,0.0765105128596836,0.18511178824494,-5.35385139900865
"LOC257152",0.418194,0.035403,1.89908849063433,0.0769237252905037,0.186039807292178,-5.35864453664592
"THBS1",-0.435416,0.202012,-1.89772779708559,0.0771144109933012,0.186429138441432,-5.3608471164736
"NCOA1",-0.367608,0.04604,-1.89665575634929,0.0772649439485223,0.186721135241019,-5.36258177042434
"SOCS3",-0.81604,-0.18362,-1.8960813357234,0.077345710929628,0.186844373284967,-5.36351098617611
"COX11",0.47997,0.369075,1.89586956254549,0.0773755066138969,0.186844432285039,-5.36385351926454
"CHRNA3",-0.60172,-0.20408,-1.89546797990615,0.0774320360520338,0.186909022408678,-5.36450299601732
"GRINA",0.587442,0.363487,1.89118478658853,0.0780372756273207,0.188297555492912,-5.3714249416132
"AHCYL2",0.620254,0.221813,1.89010548553815,0.0781904546377092,0.188594655382884,-5.3731676575722
"MYH11",-0.61941,-0.593155,-1.88884916421639,0.0783690965745723,0.188853064022688,-5.37519543546415
"FAM214A",0.491792,-0.036384,1.88872998567924,0.0783860620872792,0.188853064022688,-5.37538775385783
"ONECUT2",-0.724594,0.034191,-1.88858678473394,0.0784064516342181,0.188853064022688,-5.37561882737125
"OTUD1",0.646756,0.33267,1.88850600923803,0.0784179548825885,0.188853064022688,-5.37574916449429
"NDUFS1",0.459592,0.370804,1.88744307489687,0.0785694684732762,0.189145371744642,-5.37746396773215
"ADRBK2",0.5048,-0.25828,1.88651992999615,0.0787012689006858,0.18939001672573,-5.37895277194424
"HTR2A",-0.5076,-0.0739,-1.8851766710466,0.0788934042623045,0.189779611019633,-5.38111831760681
"TMC5",-0.378618,0.206491,-1.88480086208314,0.0789472339266463,0.18983633721212,-5.38172401147063
"LOC728377",-0.58421,0.245185,-1.88289565976239,0.0792206354847008,0.190331524459272,-5.38479349737079
"LOC642533",0.3618,-0.038258,1.88281835714498,0.0792317464946744,0.190331524459272,-5.38491799992032
"TGFA",-0.604012,0.187786,-1.8827320870053,0.0792441480898787,0.190331524459272,-5.3850569417287
"BAZ1A",-0.456654,-0.401753,-1.88190621784647,0.0793629573026122,0.190543963286608,-5.38638684173173
"PDK4",-0.580202,-0.057839,-1.88161186702638,0.0794053410384444,0.190572818492267,-5.38686074912469
"TMEM116",-0.48356,0.51486,-1.88032431902285,0.0795909741032356,0.190826754396686,-5.38893317640112
"EPN1",-0.3996,0.13079,-1.88024974728769,0.0796017374251643,0.190826754396686,-5.38905317973256
"RPS19",-0.44492,-0.32196,-1.8802453992285,0.0796023650431046,0.190826754396686,-5.38906017668447
"XYLT1",-0.494,-0.09072,-1.8795692687443,0.0797000146070766,0.190987892964495,-5.39014809317237
"FAM171A1",-0.4622,0.34572,-1.87774727322235,0.079963688768542,0.191538547947861,-5.3930785444521
"PKN3",-0.3659934,0.1259373,-1.8775599384264,0.0799908435582128,0.191538547947861,-5.39337974964823
"TOLLIP",0.502866,0.314941,1.87718064018326,0.0800458493471779,0.191597158849309,-5.3939895454449
"EIF4G3",-0.610116,-0.010622,-1.87648641751514,0.0801466131198242,0.191765209279457,-5.39510544675429
"ARHGEF25",-0.533454,-0.239547,-1.87329243352979,0.0806116714547763,0.192800539548927,-5.40023620901102
"SERPINE2",0.3786,-0.03312,1.87309319673633,0.0806407610446039,0.192800539548927,-5.40055608072741
"RHOXF2B",-0.389392,-0.019304,-1.87261830969437,0.0807101348404979,0.192892919367466,-5.40131842002179
"RAP1A",-0.4364,0.04606,-1.87126681350794,0.0809078601200989,0.193291865288824,-5.40348733152422
"WWC1",-0.538774,0.380527,-1.87077444101102,0.0809800022940034,0.193390599085679,-5.40427726122741
"ATP2B1",-0.478802,0.067241,-1.86811436781553,0.0813707504311803,0.194249840131642,-5.40854267950282
"ARHGAP21",0.4032022,0.1278389,1.86745419998195,0.0814679856061447,0.194408014320975,-5.40960067388912
"PMVK",0.357808,0.162452,1.86672350489807,0.0815757296976244,0.194591136291254,-5.41077142591376
"CEBPA",0.452196,-0.168996,1.86636008151426,0.0816293654181279,0.19464509778274,-5.41135361313841
"GNB1L",0.373392,0.011534,1.86604334535548,0.0816761365162627,0.194650233699349,-5.41186095226699
"NUDT10",0.573348,-0.0803,1.86592546636201,0.0816935493250612,0.194650233699349,-5.41204975390365
"SEC16B",0.45494,0.20711,1.86548565280953,0.0817585468305388,0.194731172640782,-5.41275411874299
"KLF1",-0.53924,-0.37062,-1.86492889151559,0.0818408936286871,0.19485335675783,-5.41364562849424
"ZIC1",-0.493796,-0.338892,-1.86460595485705,0.0818886909511572,0.194893221239842,-5.41416265263835
"COL9A3",-0.4424,-0.095864,-1.86400453286334,0.0819777728980404,0.195000811578857,-5.41512538580863
"RPS24",-0.473394,-0.222839,-1.86388044189315,0.0819961638815792,0.195000811578857,-5.41532400184975
"ZNF423",-0.4399334,-0.4316533,-1.86367169252249,0.0820271100331714,0.195000811578857,-5.41565810089032
"SOX6",0.762936,0.577348,1.85937367230568,0.0826665946362032,0.196446629283155,-5.42253182113847
"GAS7",-0.3644,0.199392,-1.85665105245867,0.0830739808773851,0.197340009078906,-5.42688092870935
"ROBO1",0.467406,-0.171187,1.85600605726975,0.0831707537500902,0.197495138303279,-5.42791066066443
"EFNB2",0.57325,0.023523,1.85533376565288,0.0832717291285027,0.197660125571287,-5.42898373368434
"SLC44A4",-0.481,0.61094,-1.85422589443079,0.0834383653598999,0.197906444281839,-5.4307515243425
"ANK1",-0.57430286,0.12693143,-1.85412606336741,0.0834533956686841,0.197906444281839,-5.43091078883967
"TNFRSF10C",-0.4489964,0.00245580000000001,-1.85401512127026,0.0834701016593414,0.197906444281839,-5.43108777293316
"RRS1",0.603108,0.202686,1.85273458820385,0.0836631441546906,0.198286092462083,-5.43313010736045
"BCLAF1",-0.421488,0.183004,-1.85253404221108,0.083693412831749,0.198286092462083,-5.43344988023537
"SESTD1",0.3634,0.17018,1.84965402645937,0.0841291758144718,0.199243285815708,-5.43803971071431
"HELB",0.462208,0.169876,1.8493596653253,0.0841738280825911,0.199273838191755,-5.43850857721765
"MEF2C",-0.70165,-0.150521,-1.84410803188245,0.084974017198691,0.200968987391699,-5.44686566292579
"SPAG9",0.5535391,0.23997955,1.84409168625944,0.0849765183168936,0.200968987391699,-5.44689165094785
"HIST1H2AM",-0.50142,-0.05875,-1.84387210114028,0.085010124393466,0.200968987391699,-5.4472407568686
"PCLO",0.488402,0.269141,1.84382097139918,0.0850179511671385,0.200968987391699,-5.4473220413968
"ADAMTS18",-0.484688,0.089456,-1.84256601152181,0.0852102576234144,0.201347732245688,-5.44931669521569
"EGFLAM",0.69742,0.24709,1.8417459313097,0.0853361335411615,0.201569278925228,-5.45061968323439
"FAM185A",0.4238,0.01954,1.83917183455973,0.0857323133768917,0.202428893436182,-5.45470717890384
"KLRK1",-0.532998,-0.251401,-1.83598468465963,0.0862251161085755,0.20351591902874,-5.45976317540637
"REG1A",0.467712,0.174226,1.83401897453845,0.0865303126800576,0.204133807860532,-5.46287876126478
"ADCK4",0.3458,0.32832,1.83387982198251,0.0865519539064493,0.204133807860532,-5.46309923368601
"RPL31",-0.54848,-0.13818,-1.83332142166941,0.0866388456318618,0.204209384354897,-5.46398385338422
"MSMB",-0.5738,0.09862,-1.83325572076803,0.086649074336694,0.204209384354897,-5.4640879257974
"CYTIP",0.4202066,-0.1441167,1.83219290332704,0.0868146892974002,0.204507703386386,-5.4657711367894
"RHOBTB3",-0.49256,0.2095334,-1.83202533271987,0.0868408268841173,0.204507703386386,-5.46603646635807
"RAMP3",0.41822,-0.10129,1.83122042364428,0.0869664737771453,0.204726777728944,-5.46731073737514
"HOXA5",-0.415604,0.045398,-1.8308831933196,0.0870191636998765,0.204774005017032,-5.46784450966857
"AGRN",-0.387408,0.082534,-1.83057378471008,0.0870675316317634,0.204811030180265,-5.46833419075131
"CTSL1",0.594232,0.298704,1.82961887674924,0.0872169572019818,0.205085658823394,-5.46984513214043
"LTBP2",-0.4872002,-0.1356019,-1.82845456038673,0.0873994596955058,0.205437831104492,-5.47168674362799
"RASGRP1",-0.42520772,0.28099814,-1.82752742078912,0.0875450281945674,0.205702956551518,-5.47315267948331
"ZDHHC17",-0.4384092,0.0574626,-1.82727765338481,0.0875842805367506,0.205718167907428,-5.47354751578575
"GTDC1",0.4633158,-0.0582601,1.82565765416037,0.0878392522807319,0.20623986057384,-5.47610760650454
"KIAA1462",0.4758,0.183632,1.8252827958368,0.0878983451031014,0.206301426277885,-5.47669979148886
"MTMR10",-0.373192,0.325064,-1.82473054994365,0.0879854657040004,0.206382078907189,-5.47757206524852
"RGS1",-0.5538,-0.1689,-1.82462826890852,0.0880016096580512,0.206382078907189,-5.47773360002917
"SQLE",-0.35882,-0.192558,-1.82443981742688,0.0880313615733821,0.206382078907189,-5.47803121073314
"GM2A",-0.358394,0.021335,-1.82350865896035,0.0881785000522793,0.206649838061279,-5.47950145013708
"AP1G1",0.396,0.25978,1.82127238007394,0.0885327615493866,0.207402617201923,-5.48303044483556
"RECK",-0.4701978,-0.5393811,-1.82093796293523,0.08858584690641,0.207449542979339,-5.48355794062339
"GPR17",-0.616766,0.010869,-1.82017724575892,0.0887067083558008,0.207655091995899,-5.48475763523866
"C14orf105",0.49038,0.61803,1.81946620236395,0.0888198100274785,0.207842329505017,-5.48587870335227
"MAP7",0.472964,0.439994,1.81890951746838,0.0889084480614996,0.207868496503708,-5.48675620742061
"ATP6AP2",0.48606,0.436846,1.81880931176909,0.0889244116265333,0.207868496503708,-5.4869141438283
"FAXC",-0.432604,0.006128,-1.818606884127,0.0889566677191817,0.207868496503708,-5.48723317760691
"ZFPM2",0.5754,-0.25566,1.81856415989759,0.0889634769931419,0.207868496503708,-5.48730050975514
"STK32C",-0.412992,-0.052264,-1.81778926272053,0.0890870583318819,0.208017339053703,-5.48852155060665
"MSMO1",-0.46730444,0.26168778,-1.81774909573078,0.0890934683518729,0.208017339053703,-5.4885848345388
"ZCCHC12",-0.4000072,-0.0909684,-1.81730473578202,0.0891644085209342,0.208105551460537,-5.4892848735452
"C10orf128",-0.5136,-0.1066,-1.81631692126593,0.0893222884378345,0.208396536147156,-5.49084067362455
"DSCC1",-0.4108,-0.06868,-1.81567457674121,0.0894250857590781,0.208418456740369,-5.4918520721362
"PLA2G2A",-1.131106,-0.304053,-1.81565544249904,0.0894281495078256,0.208418456740369,-5.49188219631124
"CHAF1B",-0.5411,-0.03969,-1.81559223792426,0.0894382703997835,0.208418456740369,-5.49198170159362
"HLF",0.366798,-0.069287,1.81542834478921,0.0894645191935238,0.208418456740369,-5.49223971429206
"C2orf88",0.4131418,0.2987709,1.81515442661927,0.0895084046273229,0.208443320015242,-5.49267090341114
"BAALC",-0.360594,0.182309,-1.81403514105284,0.0896879279272599,0.208783915308414,-5.49443239924131
"LDLRAD3",-0.506134,-0.110231,-1.81254009708767,0.0899282174973102,0.209265662963707,-5.49678417074171
"PIF1",0.444976,0.20161,1.81202079204452,0.090011815782232,0.209309984048312,-5.49760077146867
"ARG2",-0.382596,0.382602,-1.81194374564522,0.0900242246615334,0.209309984048312,-5.49772191325203
"ENC1",-0.480196,-0.151042,-1.8118003955031,0.0900473162731743,0.209309984048312,-5.49794729714926
"BIRC6",0.4334,0.20062,1.8114860900021,0.0900979646703877,0.20935017633149,-5.49844142772022
"RIF1",1.286518,-0.316619,1.81094749012568,0.0901848154387058,0.209474426977542,-5.49928805198806
"PARP11",-0.404608,0.207296,-1.81054303295743,0.0902500840875943,0.209548474929242,-5.49992371185059
"BCL2L1",0.42312,0.286086,1.80948327596653,0.0904212993203159,0.209868370759727,-5.50158883496418
"MATN1",-0.3958,-0.12902,-1.8083857278001,0.0905989234732702,0.210202899710996,-5.5033126798837
"PLCXD1",-0.605,0.15746,-1.80760069729056,0.090726160203522,0.210420318343424,-5.50454526410369
"CEP170",-0.558632,-0.039456,-1.80659229721778,0.0908898326352312,0.210575038935059,-5.50612806068833
"EFNA4",-0.464792,-0.071996,-1.80659112798598,0.0908900225638073,0.210575038935059,-5.50612989560021
"GABRE",-0.72246,-0.09281,-1.80636530244976,0.0909267119775514,0.210575038935059,-5.5064842763973
"ASRGL1",-0.471492,0.421926,-1.80636303625233,0.0909270802284909,0.210575038935059,-5.5064878325248
"TWISTNB",-0.415204,0.116916,-1.80613698244164,0.0909638199982392,0.210582417672058,-5.50684254285976
"FAM229B",-0.466996,0.115178,-1.80591414481065,0.0910000499210439,0.210588611100469,-5.50719217873846
"SF3B5",0.48654,0.29049,1.8052000551642,0.0911162358670912,0.210685249670945,-5.5083124109432
"MRPS17",-0.401396,0.029372,-1.80516268851533,0.0911223192225084,0.210685249670945,-5.50837102227438
"SFRP2",-0.644606,-0.306257,-1.80503862489243,0.0911425195756237,0.210685249670945,-5.50856561627883
"DNAJC28",0.435602,0.251999,1.80282406115284,0.0915037681566504,0.211442433339889,-5.512037721256
"MAGEA10",-0.719802,-0.344421,-1.80240615030628,0.0915720814568489,0.21152240825292,-5.51269263648803
"ATP1A3",-0.55336728,0.44089636,-1.80029757309599,0.091917446451226,0.212207242717911,-5.51599553793524
"SPG20",0.434742,0.147229,1.80018337216664,0.0919361843451242,0.212207242717911,-5.51617435283589
"C2orf47",0.4304724,0.1297682,1.79873700703322,0.0921737941166829,0.212677474954523,-5.5184384292513
"TNS1",0.4434,0.20748,1.79611762619786,0.0926054907579829,0.213595023887211,-5.522535714983
"NREP",0.468554,0.212155,1.79341013638691,0.0930535867681312,0.214549709976779,-5.52676678316483
"ABHD10",0.482198,0.296121,1.79271485991154,0.0931689655415215,0.214736844560628,-5.52785264712955
"MAT2B",0.513994,0.347279,1.79081145355851,0.0934854765010873,0.215387243216162,-5.53082394658346
"SCAMP5",0.445,0.211388,1.79008895513328,0.0936058668487919,0.215548990037731,-5.53195126461434
"SORBS2",0.61608,0.25326,1.78997798430363,0.0936243701151776,0.215548990037731,-5.53212438696384
"SLC29A4",-0.378406,0.071971,-1.7876791069796,0.0940084122041781,0.216353793543609,-5.53570923923559
"CCDC40",-0.533098,0.030851,-1.78587822156711,0.0943102327587148,0.216901600006343,-5.53851544673076
"SACS",-0.4314,-0.10966,-1.78584646976607,0.0943155618893102,0.216901600006343,-5.53856490717522
"LOC100287015",-0.500955,-0.0399775,-1.78555977527349,0.0943636919044691,0.216932795015549,-5.53901147142514
"PMPCA",0.489918,0.205213,1.78517056632477,0.0944290666558235,0.217003596606352,-5.53961764114905
"CERS2",0.428806,0.365137,1.78482773722811,0.0944866841818671,0.217056526327013,-5.54015150618972
"TRAF6",0.366597,-0.0396235,1.78334078451775,0.0947369480541232,0.217551806069403,-5.54246627084455
"GSKIP",-0.393594,0.106263,-1.78297359317865,0.0947988387628321,0.217596954713897,-5.54303769151803
"AMT",0.489358,0.259841,1.78243076945842,0.0948903979658614,0.217596954713897,-5.54388229047417
"TOMM70A",0.36361,0.216635,1.78241848806564,0.094892470396313,0.217596954713897,-5.54390139760747
"NOX1",-0.532014,-0.039961,-1.78240175562653,0.0948952939853308,0.217596954713897,-5.54392742944802
"FBXO9",0.381406,0.075323,1.78058573834681,0.0952021868143815,0.218220936613243,-5.54675179455659
"NPR1",-0.382002,-0.038681,-1.77985414703972,0.0953260672811496,0.218425118019896,-5.54788907605005
"LOC100506238",-0.384406,-0.054251,-1.7791499402001,0.0954454450173071,0.218618836835263,-5.54898350110344
"SLC25A22",0.464796,0.220642,1.77887742308965,0.0954916777223586,0.218644935930508,-5.5494069511686
"AMHR2",-0.498,-0.171752,-1.77838531016853,0.0955752150379678,0.218756400283839,-5.55017151298713
"FCHO1",-0.398804,-0.00347799999999999,-1.77764956574785,0.0957002295737948,0.218962683487108,-5.55131433202222
"TADA1",0.382242,0.238629,1.77744056574723,0.0957357682454105,0.218964169645844,-5.55163891207921
"CD99L2",0.435754,0.104261,1.77668215649497,0.0958648270329728,0.219127016331634,-5.55281652451217
"CEP120",-0.4233942,0.0673171,-1.77661185274345,0.0958767984140642,0.219127016331634,-5.55292567142505
"MAP9",-0.619058,0.063991,-1.77532531642724,0.0960961037427018,0.219469855647553,-5.55492252947264
"RERG",0.4466,0.33856,1.77532156609273,0.0960967436774182,0.219469855647553,-5.55492834906501
"MYH9",-0.49284,-0.23794,-1.77426545390892,0.0962771018978645,0.219801779378319,-5.55656685600876
"SNAI2",-0.4724,-0.13312,-1.77389916883416,0.0963397241030798,0.219864766716701,-5.55713498142743
"SNX24",0.399412,0.32422,1.77358809541407,0.0963929351905496,0.219906238188255,-5.55761741102713
"CACNG4",1.09552,-0.16104,1.77320306840298,0.0964588323757871,0.219976610461642,-5.55821445562174
"FCGRT",0.579802,-0.046901,1.77120002056176,0.0968022938346208,0.220679693463887,-5.56131913263049
"TNFAIP2",0.44581,-0.053645,1.77059505756767,0.0969062381009643,0.220835606038003,-5.56225636150758
"TRPV6",-0.5046,0.05228,-1.77039251753516,0.0969410603305765,0.220835606038003,-5.56257009666228
"INTS1",0.466006,0.018523,1.76957139879842,0.0970823462709076,0.221077215238105,-5.56384177246648
"SERPINA3",-0.82276,-0.09648,-1.76538897017657,0.0978048141296441,0.222641644351703,-5.57031317083672
"C1orf198",-0.3452066,-0.0889767,-1.7640363704324,0.0980394711626898,0.223094895220102,-5.57240388366858
"TEKT4",0.565892,-0.00478599999999999,1.76211022973471,0.0983744844247322,0.22377610157652,-5.57537930935637
"OVGP1",0.4418,0.01576,1.76158819560625,0.098465454989369,0.223901882432348,-5.57618536051618
"GYG1",-0.433806,-0.176577,-1.76128612484825,0.0985181281463848,0.223940518742018,-5.57665170397392
"STS",0.3962,0.25948,1.76034648543618,0.0986821348972072,0.224232106667224,-5.57810200501169
"CXCL16",-0.3874086,0.1410737,-1.76010698477766,0.0987239762531811,0.224245991663035,-5.57847158493745
"TIE1",-0.479992,-0.226404,-1.75906911714166,0.098905474615732,0.22457697492342,-5.58007276563967
"IL6ST",0.454592,0.220438,1.75816889425534,0.0990631397035204,0.224761348566388,-5.58146109207602
"GJC2",-0.4126,-0.35192,-1.75809489182519,0.0990761103158606,0.224761348566388,-5.58157519811539
"CXorf38",-0.427004,-0.133954,-1.7579921951134,0.0990941127283614,0.224761348566388,-5.58173354330463
"MFSD2A",-0.568066,-0.502727,-1.75775736983529,0.0991352876702622,0.224773506292834,-5.58209559103875
"LOC100422737",0.45679,0.167125,1.7573194453849,0.0992121147821175,0.224866461673012,-5.582770687233
"RGL2",-0.548194,-0.179223,-1.75684080041718,0.09929614553467,0.224975671254725,-5.58350843117206
"RBBP4",-0.318382,0.056617,-1.75617272042638,0.0994135380196341,0.225160362544649,-5.58453793411448
"CTNS",0.39461,0.260165,1.75505947960624,0.099609423427893,0.225474549155017,-5.58625285318425
"COL2A1",-0.410406,0.104177,-1.75497608210335,0.0996241116645734,0.225474549155017,-5.5863812961526
"DISC1",-0.3374,-0.18302,-1.75466095204377,0.0996796305673783,0.225518875789786,-5.58686660110576
"LOC100507516",-0.346602,-0.163539,-1.75361749528907,0.0998636584853519,0.225853809244709,-5.58847313117806
"SLC1A5",0.38611,-0.214805,1.75083534538048,0.100355788164414,0.22680530765557,-5.59275352141681
"C17orf58",-0.370792,0.044236,-1.75070803816204,0.100378358182906,0.22680530765557,-5.5929492789793
"HLA-E",0.42221,-0.212295,1.75062665284005,0.100392789143909,0.22680530765557,-5.59307441852274
"MLL3",-0.3770006,-0.0120537,-1.74926670072982,0.100634200762916,0.227203821668309,-5.59516493864668
"MMP28",-0.407,-0.19272,-1.74918252481668,0.100649159966127,0.227203821668309,-5.59529429880233
"SNHG1",-0.3937958,-0.00754209999999999,-1.74902143716966,0.100677792871187,0.227203821668309,-5.59554184420915
"SPTBN2",-0.3972,0.36902,-1.74831965922159,0.100802615491494,0.227322877919107,-5.59662009990423
"LRCH1",0.394132,0.12461,1.74831755121785,0.100802990638763,0.227322877919107,-5.59662333834394
"SGPL1",-0.391606,0.032183,-1.74701670807218,0.101034726765601,0.227710087691443,-5.5986212793967
"RPS21",-0.4702,-0.18364,-1.74694643635369,0.10104725848003,0.227710087691443,-5.59872918051992
"RAPGEF1",0.41998,-0.06699,1.74661565770494,0.101106265305953,0.227761278198191,-5.59923704750375
"RMDN2",-0.6383914,-0.2677043,-1.74629767837983,0.101163017389756,0.227807354552603,-5.59972520301115
"CSTF1",-0.409364,-0.237998,-1.74540668289216,0.101322188740461,0.228083951411454,-5.6010927290994
"PLXND1",-0.434408,-0.012494,-1.74512559302576,0.101372449438628,0.228115271666127,-5.6015240585202
"NKX2-2",-0.53824,0.01634,-1.74477148235012,0.101435797862298,0.228176009814975,-5.60206737232396
"PPM1E",0.496404,0.082082,1.74060947145706,0.102182964538733,0.229774376727011,-5.60844770611018
"TLR1",-0.37,-0.04126,-1.73935139702144,0.102409762395523,0.230201887103977,-5.61037434186295
"ABCA6",0.386404,0.208766,1.73912274983445,0.102451028834934,0.23021219368709,-5.61072439688721
"HMBS",-0.4962,0.05684,-1.7378162804932,0.102687101155561,0.230660074034466,-5.6127239950763
"ITGB3",0.609844,0.207632,1.73742652550908,0.10275762012675,0.230735894066362,-5.61332033628637
"POGLUT1",-0.406,0.031294,-1.73513606317813,0.103172894865876,0.231504733773041,-5.61682304649878
"FOS",-0.777714,0.011483,-1.73507571866855,0.103183855536373,0.231504733773041,-5.61691528745742
"PSD3",-0.483998,-0.212101,-1.7349280436697,0.10321068277517,0.231504733773041,-5.61714101042521
"GPR87",-0.46944,-0.54078,-1.7339906448514,0.10338111693013,0.231804176439263,-5.61857353822318
"GSTP1",-0.61982,0.30487,-1.73304611466103,0.103553096883578,0.232106870014763,-5.62001644436883
"DUSP12",0.3922,0.19008,1.73274910378879,0.103607228330811,0.232145292754078,-5.62047006344861
"ADAMTS2",-0.4834,-0.13266,-1.73248157974843,0.1036560068854,0.232171698505629,-5.62087860364927
"PPP1CA",0.351812,0.24942,1.73201081566553,0.103741891692449,0.232281167414131,-5.6215974131988
