"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"C9orf84",1.65204,0.28502,7.57692229626212,1.65188951625216e-06,4.09719552350747e-05,5.3207171702892
"EPB41L3",1.898398,0.430001,7.57365481990081,1.6605242364641e-06,4.09719552350747e-05,5.31542137865349
"NGEF",2.08112,0.16842,7.57206958493802,1.66473049473296e-06,4.09719552350747e-05,5.31285156997944
"MT3",1.929592,0.570004,7.56623759427747,1.68030169545122e-06,4.11936462525464e-05,5.3033944356586
"MT1M",2.17574,0.44509,7.56309330521692,1.68876025885642e-06,4.12399197843691e-05,5.29829374167688
"BCL6",-1.83946,-0.10451,-7.55891030135257,1.70008251720815e-06,4.13554956511563e-05,5.29150594250525
"CMBL",2.212414,0.366993,7.5455281115781,1.73684330999083e-06,4.20865969633299e-05,5.26977448335524
"RMST",2.48968,0.21384,7.5353013701109,1.76549865489315e-06,4.24862496431086e-05,5.25315068491056
"DLC1",-1.66514,-0.03045,-7.53481436170412,1.7668755826723e-06,4.24862496431086e-05,5.25235868503843
"KCNJ15",2.11618,0.55389,7.51295669603767,1.82985056099491e-06,4.38326035145193e-05,5.21677913250311
"P4HA2",1.74134,0.18765,7.5085284843962,1.84289366557193e-06,4.39771887647508e-05,5.20956299424366
"MTHFD1",1.92632,0.61626,7.49327724962203,1.88856801445812e-06,4.48964123437089e-05,5.18468928204125
"H19",-2.552,-0.28882,-7.47971077407246,1.93019642686718e-06,4.5712878396296e-05,5.16253649853434
"MT1E",2.05348,0.63106,7.46677493618132,1.97078806663225e-06,4.64987440082105e-05,5.14138997063672
"CHD9",2.216966,0.563917,7.4633553125896,1.98166773060431e-06,4.65803246339799e-05,5.13579599043955
"SLC14A1",-3.224608,-0.682696,-7.45057438510231,2.02289249541839e-06,4.7332384713116e-05,5.11487413322795
"KRT19",-1.74642,-0.26785,-7.44878175109662,2.02874625363738e-06,4.7332384713116e-05,5.11193786991567
"GPM6B",-1.52526,-0.23083,-7.43979998019651,2.05834484340368e-06,4.78450823600056e-05,5.09721943575509
"C11orf54",1.812726,0.501597,7.43708114690341,2.06739365952085e-06,4.78780908013021e-05,5.09276189517793
"SLC26A6",1.59564,0.17978,7.42710489802012,2.10095610505415e-06,4.84764724827935e-05,5.07639707751425
"C2CD4B",-1.94474,-0.09033,-7.42331573655127,2.11385324542892e-06,4.85953954883219e-05,5.07017783345543
"MLXIPL",2.0827,0.38085,7.41395906051944,2.14605791798469e-06,4.91556915812843e-05,5.0548120271973
"SLC26A4",1.70938,0.13873,7.39501407386286,2.21285249715137e-06,5.0501317353171e-05,5.02366310474103
"HIST2H2BE",-1.92636,0.0936,-7.34644256791472,2.39426930237779e-06,5.42839198564088e-05,4.94357686665129
"NT5E",1.7252,0.08078,7.34472632259534,2.40095833625118e-06,5.42839198564088e-05,4.94074111096866
"CFI",1.477348,0.405326,7.34380792103526,2.40454584449995e-06,5.42839198564088e-05,4.93922346705767
"VIL1",1.80906,0.20321,7.33193585056324,2.45143106371778e-06,5.49715300512242e-05,4.91959457008692
"MUC15",-2.06124,0.20322,-7.33166244026958,2.45252205454792e-06,5.49715300512242e-05,4.91914229291034
"PAPLN",2.00074,0.53483,7.32723062092594,2.47027764054428e-06,5.49749458934056e-05,4.91180970584079
"CDH13",-1.7115,-0.27149,-7.32621786551182,2.47435404099114e-06,5.49749458934056e-05,4.9101336884356
"NANOS1",-1.65606,0.25647,-7.32507735825978,2.47895310513604e-06,5.49749458934056e-05,4.90824608368184
"SLC12A6",1.56794,0.39047,7.31691435728883,2.51213326059437e-06,5.55146068432756e-05,4.89473059937866
"KLF5",-1.824094,-0.434373,-7.30709078541216,2.55268223928028e-06,5.62127499428878e-05,4.87845348734902
"PTPRO",3.09684,-0.04644,7.29884901633481,2.58723187897031e-06,5.67743610923695e-05,4.86478703346804
"GNPDA1",1.44168,0.22724,7.24910146662441,2.80646821416016e-06,6.13707125856069e-05,4.78209614584242
"TENM2",2.11206,-0.01647,7.24447900933027,2.82780639889558e-06,6.16226144425995e-05,4.77439522890714
"TRDMT1",1.52746,0.22411,7.22898250072143,2.90059206447413e-06,6.29651553824835e-05,4.74855673809873
"BVES",-1.8211,-0.05787,-7.22711826186657,2.90947977388786e-06,6.29651553824835e-05,4.74544610658197
"HIST1H2BK",-1.4796,-0.104,-7.2190947656595,2.94805898793919e-06,6.35808185852452e-05,4.73205275380964
"S1PR3",-1.806086,-0.453557,-7.21393258646631,2.97316364603578e-06,6.39026542552074e-05,4.72343097465575
"GSTA2",4.18732,0.73954,7.20550990007539,3.01460748221355e-06,6.45722749432499e-05,4.70935560678572
"SGIP1",-1.522,-0.08192,-7.2009735824309,3.03717915290138e-06,6.4634988588954e-05,4.70177076525533
"FBLN1",-1.72556,-0.15264,-7.20078269797287,3.03813282883069e-06,6.4634988588954e-05,4.70145153875262
"WRN",1.3414,0.23168,7.18558299974823,3.1150896107566e-06,6.604831890915e-05,4.67601599298216
"PCDH18",-1.712468,-0.036494,-7.15945745025584,3.25218068063302e-06,6.87228483220634e-05,4.63222177681844
"SORD",2.57248,0.2743,7.14951911791566,3.30597994551272e-06,6.96252689195901e-05,4.6155372246214
"HS3ST1",-2.2534,0.0576,-7.13823794607885,3.36818150045242e-06,7.06980170462857e-05,4.59658163489359
"TMEM150A",1.41376,0.31218,7.13487660793679,3.38695152293181e-06,7.08550258597334e-05,4.59093019907008
"SORCS1",2.93754,0.16519,7.125562308891,3.43953886989278e-06,7.16710393898127e-05,4.57526179286427
"NSG1",1.3825,0.27415,7.12393786603662,3.44879762519494e-06,7.16710393898127e-05,4.57252793571222
"SERPINA4",1.58354,0.21621,7.11259089126308,3.51420481297548e-06,7.27892719677694e-05,4.55342127877236
"C14orf132",-1.46246,-0.13547,-7.10836757118676,3.53888031713275e-06,7.30592528629117e-05,4.54630523734654
"CDH6",1.80982,0.40253,7.08344613899952,3.6882360859472e-06,7.565788954367e-05,4.50426346183131
"RASSF7",2.1558,0.27588,7.08334351672469,3.68886459534146e-06,7.565788954367e-05,4.50409016170491
"KLK6",2.38276,-0.05688,7.07229238072343,3.75720884503499e-06,7.68086081805851e-05,4.485419302477
"TST",1.78936,0.22738,7.05044496395078,3.89625755544642e-06,7.9392572785655e-05,4.44845798418327
"QPRT",1.549532,0.480754,7.04811861477997,3.91137832341622e-06,7.94427519668614e-05,4.44451835438582
"POLR2M",-2.6995,-0.11589,-7.03093256093425,4.02500779979355e-06,8.14869321016269e-05,4.41539065829767
"ACY3",2.279206,0.591597,7.02709100575394,4.05087715691796e-06,8.1746961533174e-05,4.40887417331857
"NUPR1",-1.56376,-0.04778,-7.02194189035365,4.08582543093843e-06,8.21879500146462e-05,4.40013641952079
"ALX1",-1.79952,0.06406,-7.01785075495578,4.11381822477307e-06,8.24866555229258e-05,4.39319135460716
"TRIM29",-1.66638,-0.76701,-7.0082075130953,4.18059863043646e-06,8.35587165752204e-05,4.37681183712949
"UBASH3B",-1.81108,-0.13452,-7.0005194640787,4.23465291337002e-06,8.43704180454293e-05,4.36374399279629
"NHS",1.6046,0.20426,6.99373481180842,4.2829640353769e-06,8.50629186266628e-05,4.35220483908192
"AOX1",1.58086,0.19697,6.98201095625062,4.36781201244472e-06,8.64744106943315e-05,4.33225004149826
"MT1B",1.496418,0.440771,6.9747805911624,4.4210163837022e-06,8.72525120255189e-05,4.31993388026214
"EYA4",-1.53212,-0.02236,-6.96376472217245,4.50338581108677e-06,8.85995277441397e-05,4.30115544660535
"GOLGA2",1.28002,0.29303,6.96010216995807,4.53112695055496e-06,8.88667273177592e-05,4.29490823644442
"SHMT1",1.908692,0.690714,6.94950383663841,4.61241505280546e-06,9.01791802847573e-05,4.27682009242048
"MRPS6",-2.50174,0.30833,-6.92028152922306,4.84456138227071e-06,9.41851009946926e-05,4.22686497223084
"SEMA4G",1.3308,0.31922,6.91994302194872,4.84732116336611e-06,9.41851009946926e-05,4.22628559785921
"VSIG10",-1.50604,-0.12052,-6.91759620194631,4.86649966595449e-06,9.42659009368222e-05,4.22226844094982
"ESRRB",-1.977772,0.426954,-6.91047450423026,4.92518729612115e-06,9.48134094525754e-05,4.21007318694982
"CYP4F12",1.62898,-0.08243,6.90873768096749,4.93961206755685e-06,9.48134094525754e-05,4.20709795827708
"RARRES1",-1.79858,-0.17117,-6.90868060831159,4.9400868213818e-06,9.48134094525754e-05,4.20700018398563
"TSKU",2.259402,0.284079,6.90528790478577,4.96839479212044e-06,9.50659930345972e-05,4.20118713758517
"IL32",2.02102,0.41243,6.89445167290055,5.05995376295019e-06,9.65236164628431e-05,4.18260956889909
"CTSB",1.28022,0.30387,6.8817013675812,5.16995368474477e-06,9.81794224454452e-05,4.1607294434225
"IER5L",-1.60632,-0.08148,-6.88077512890576,5.17804155982192e-06,9.81794224454452e-05,4.15913908604432
"APOH",1.67466,0.45827,6.87497621987834,5.22897956753019e-06,9.88466137524682e-05,4.14917958996188
"ENPP3",2.02869,0.358755,6.87248755546587,5.25100088977558e-06,9.89648095622569e-05,4.14490391850158
"ATP6V1B1",1.78126,0.98697,6.85298978854001,5.42692817367497e-06,0.000101974255143665,4.11137554803796
"SNTA1",1.45706,0.24535,6.84236803897077,5.5253552418083e-06,0.000103513819395788,4.09308794279251
"MAL2",-1.87084,0.22492,-6.83842044429298,5.56241088257615e-06,0.000103897888985262,4.0862872828035
"FCGBP",-2.65744,0.19166,-6.83300127980393,5.61370441981004e-06,0.000104156906997182,4.0769479367371
"PART1",1.3096,0.17994,6.83217337460505,5.62158423560873e-06,0.000104156906997182,4.07552076847942
"RHOJ",-1.617746,-0.247707,-6.83170301206682,5.62606620013457e-06,0.000104156906997182,4.07470990033226
"C4orf32",-1.73906,0.01749,-6.82518776428384,5.68853473492858e-06,0.000104756238108861,4.06347493055854
"PCOLCE2",3.07144,-0.02402,6.82239668018201,5.71551765265745e-06,0.000104756238108861,4.05866012985354
"UGT2B4",3.035938,0.730291,6.82234092661738,5.71605801601409e-06,0.000104756238108861,4.05856394020937
"SASH1",-1.5068,0.05222,-6.82139794578431,5.72520549256524e-06,0.000104756238108861,4.05693698279815
"BIRC5",1.593136,0.522612,6.81255877961273,5.81169975981851e-06,0.000106029731664596,4.04168039665257
"LPAR6",1.4366,0.3572,6.80939123244526,5.84302742021416e-06,0.000106061702098762,4.03621047499917
"LOXL2",-2.1216,-0.06498,-6.80896551979439,5.84725126293367e-06,0.000106061702098762,4.03547522000352
"PDE8B",-1.79468,-0.17406,-6.80196443637901,5.91717529647713e-06,0.000107020726687869,4.02337989005225
"COL1A1",-1.74864,-0.54082,-6.79161258682898,6.02217422941243e-06,0.000108606797309748,4.00548304569297
"IL17RB",1.908278,0.749201,6.77028701081629,6.24467655569197e-06,0.000112296819666255,3.96856680603642
"MGST1",2.381,-0.01594,6.7584966796878,6.37137129279736e-06,0.000114083230855725,3.94812941259049
"ACE",1.72694,-0.000149999999999995,6.75766843402191,6.38037189776282e-06,0.000114083230855725,3.94669299550152
"ANO3",1.76382,0.26201,6.74247855723083,6.54782342492336e-06,0.000116744715383009,3.92033228215293
"FGF11",-1.67996,0.1004,-6.74063683631135,6.56843686219527e-06,0.000116780480870078,3.91713393306398
"MTTP",2.010422,0.033371,6.72342458840156,6.76440097538774e-06,0.000119667701280646,3.88721996264614
"ROBO3",-1.37266,-0.15897,-6.7230298269037,6.76896653196768e-06,0.000119667701280646,3.88653340017509
"PGPEP1",1.348146,0.288627,6.7140678555275,6.87348737985335e-06,0.000121174176393145,3.87094100462101
"ESPL1",1.45432,0.18814,6.70490891810842,6.9820522284736e-06,0.00012274330472241,3.85499426659318
"CLDN4",-1.90396,-0.13976,-6.67714649030971,7.32223412653634e-06,0.000128364082061849,3.80658479377711
"SEMA5A",1.872752,-0.133784,6.67172890700734,7.39061636036781e-06,0.000129201972918296,3.79712550796993
"RNF157",1.390086,0.343937,6.66934376865681,7.42093380070289e-06,0.000129371612592254,3.79295966815903
"MYO7A",1.592518,0.200561,6.66399262183348,7.48942659576378e-06,0.000130203992562364,3.78361054471048
"CYP11B1",1.4506,0.20228,6.66157005049328,7.52065187687991e-06,0.000130385666241156,3.77937668709783
"NEFL",-2.353,-0.01058,-6.64786893244022,7.69983239507316e-06,0.000133124374962753,3.75541613143418
"INSIG2",-1.84076,0.18234,-6.64053430250143,7.79758353729082e-06,0.000134444050219882,3.74257847737554
"AIFM1",1.774,0.7066,6.63491403802907,7.87336494619444e-06,0.000135373606538134,3.73273633121035
"HOXB5",-1.8539,-0.04417,-6.63334660541237,7.89463671015888e-06,0.000135373606538134,3.72999066935915
"ACY1",2.57377,0.365315,6.63089254609808,7.9280618074482e-06,0.00013546020048723,3.72569121634041
"PAQR8",-1.52968,-0.06794,-6.62980993725882,7.94285433067248e-06,0.00013546020048723,3.72379424287342
"KANK1",1.41764,0.27366,6.62735430041115,7.97651473207967e-06,0.000135665600158623,3.71949080653708
"IGFBP6",-1.374,-0.21872,-6.62336724329817,8.03148515213828e-06,0.000136231353553567,3.71250179505461
"TNFRSF21",-1.85998,0.21541,-6.61305927413462,8.17544806731855e-06,0.000138299493451459,3.69442235717747
"GRAMD1B",1.96526,0.48523,6.60601712283178,8.27535016297859e-06,0.000139573864736751,3.68206235399597
"GAREM",1.76452,0.44744,6.60462430120886,8.2952599660306e-06,0.000139573864736751,3.6796169242802
"CCDC150",1.35172,0.1104,6.58091742557016,8.64193398654671e-06,0.000145018122191356,3.63795210855166
"SMIM3",-1.50098,-0.27487,-6.57790327410435,8.68708472539324e-06,0.000145387049964181,3.63264908841743
"DEPDC7",2.77708,0.46366,6.57532246921806,8.72594017037619e-06,0.000145648937524683,3.62810747400714
"LOC100129034",1.57968,0.07198,6.5715396818271,8.78322090491265e-06,0.000146013492424548,3.62144896207774
"MLPH",-1.605794,-0.657763,-6.57028800948705,8.80226079074923e-06,0.000146013492424548,3.61924530995966
"LDHD",1.641034,0.461283,6.56928317914463,8.81757706005479e-06,0.000146013492424548,3.61747608048013
"L3HYPDH",1.34916,0.1471,6.55656797643941,9.01381626738163e-06,0.000148843153107267,3.59507587346025
"ASPHD2",-1.84444,0.15932,-6.55515591231309,9.03588931387328e-06,0.000148843153107267,3.59258685927194
"HDAC6",1.4472,0.36082,6.54539639981339,9.19000141992217e-06,0.000150959176384889,3.57537633611219
"NIPAL1",-2.08628,-0.04632,-6.54398880273006,9.21245451807082e-06,0.000150959176384889,3.57289299073035
"SFXN3",1.6826,0.07602,6.54090462787972,9.26185210273813e-06,0.000151373395304126,3.56745078085138
"MXRA7",-1.49158,-0.16403,-6.53908199026193,9.29117445033182e-06,0.000151458210000734,3.5642340013149
"ALDH1L1",2.29522,0.17649,6.53434559471922,9.36782772859624e-06,0.000152312142032824,3.55587254194941
"GLYATL1",3.43974,0.20385,6.52967468384143,9.44406903435718e-06,0.00015284258568221,3.547623606081
"HOXB4",-1.28352,-0.06418,-6.52936424001601,9.44915921680969e-06,0.00015284258568221,3.54707524674071
"QPCT",-1.60888,-0.11798,-6.52358873131882,9.54438209661576e-06,0.000153985969250284,3.53687108471544
"LOC100507507",-1.38262,-0.01293,-6.51957413160737,9.61116295400309e-06,0.000154665791536727,3.52977533953449
"SLC22A18",1.31186,0.30443,6.50070915247257,9.93157796160382e-06,0.000159413256488556,3.49640151956656
"CYP3A4",1.57276,0.22306,6.49622070794524,1.00094446816478e-05,0.000160031678259105,3.48845371840233
"FLJ42627",1.36702,0.32765,6.49555176954071,1.00211041357279e-05,0.000160031678259105,3.48726897070542
"SLCO3A1",-1.66682,-0.26095,-6.49239024168286,1.00764013268872e-05,0.000160207725141634,3.4816687833893
"IRX5",-1.68426,0.14119,-6.49200380562262,1.00831821910366e-05,0.000160207725141634,3.48098417199893
"KATNA1",1.300904,0.355728,6.48173931968375,1.02650521180919e-05,0.000162493103095659,3.46279191713728
"SYNGR1",-1.35532,-0.1662,-6.48097103470739,1.02788020919338e-05,0.000162493103095659,3.46142965408197
"DDN",1.574,-0.03622,6.47864939884735,1.03204694543043e-05,0.000162741875113602,3.4573126078811
"CCDC88B",1.3947,0.02779,6.47194906555971,1.04417161166289e-05,0.000164241128691637,3.44542641585662
"MFAP2",-1.731282,-0.257119,-6.46814332191327,1.05112455371117e-05,0.000164921442477283,3.43867234012757
"NPY",1.550786,0.299067,6.46553756568874,1.05591306372923e-05,0.000165259610672434,3.43404671947232
"CRABP1",1.90266,0.07749,6.45411391831666,1.07717656697591e-05,0.00016815476915916,3.41375675801992
"APOC2",1.5039,0.17505,6.45273671046254,1.07977010788944e-05,0.00016815476915916,3.41130941441784
"REN",2.79334,0.08693,6.43963416262693,1.10477354275036e-05,0.0001716227414431,3.38801248038826
"PHYH",1.47429,0.422715,6.42254814678927,1.13829080421959e-05,0.000175971764057043,3.35759667331261
"FOLH1",2.21074,0.39483,6.42250492238571,1.13837693128042e-05,0.000175971764057043,3.35751967526659
"WISP2",2.09568,0.24446,6.41736770937107,1.14866177278486e-05,0.000177125338722304,3.34836660982278
"TPSG1",1.231594,0.197983,6.40858989131605,1.16646050128586e-05,0.000179429071227207,3.33271847350569
"HOXB6",-1.83948,-0.05618,-6.40337153366694,1.17717809632384e-05,0.000180634956785536,3.32341064992378
"AKR1C2",-2.0662,-0.01644,-6.39815036822921,1.18800447146368e-05,0.000181851611290392,3.31409400924765
"PLXNA4",-1.95502,-0.15441,-6.39250151997277,1.19983490932202e-05,0.000183215666445376,3.30400992182418
"TUBB4B",1.72406,0.19233,6.3862304024986,1.2131128593155e-05,0.000184793599637477,3.29280976374413
"HSD11B1",-1.5846,0.05454,-6.36727410509889,1.25419076839834e-05,0.000190588408292203,3.25892059771366
"SLC1A1",1.815726,0.682837,6.36122002238416,1.26761389757563e-05,0.000192162918386103,3.2480868277711
"SLC16A4",1.4789758,0.4955921,6.35500955614688,1.28153977653168e-05,0.000193805870783441,3.2369678951595
"SERPINF2",2.072398,0.376981,6.34228109378755,1.31058281321886e-05,0.000197721580186575,3.21416262795043
"HSPB7",-2.0058,-0.10328,-6.34005786840117,1.31572575330926e-05,0.000198021458699495,3.21017701274125
"IER2",-1.28336,0.02374,-6.33441971050196,1.3288631142664e-05,0.000199268433240223,3.20006629809666
"PDLIM3",-1.481234,-0.470183,-6.3334470672011,1.33114327118107e-05,0.000199268433240223,3.19832164212391
"SUCLG1",1.4216,0.48374,6.3324281202431,1.33353636011621e-05,0.000199268433240223,3.19649378862151
"ANGPTL2",-1.36848,-0.08028,-6.32460335560913,1.35206392170198e-05,0.0002015570824846,3.18245239320668
"LGI2",-1.945716,0.104782,-6.32323276170852,1.35533679853806e-05,0.000201566202550352,3.17999200965813
"KMO",2.2649,0.24623,6.31426634773395,1.37695305006555e-05,0.000204296863882066,3.16388974446063
"KIAA1244",-1.7734,-0.28804,-6.30826027585029,1.39163360038343e-05,0.000205988030094491,3.15309752414123
"UCP2",-1.45552,-0.12888,-6.30463967626361,1.40056225056118e-05,0.000206219448984372,3.14658929651712
"HAO2",4.08604,0.12188,6.30393445211002,1.40230833151797e-05,0.000206219448984372,3.1453214048098
"GPR89A",1.415372,0.474354,6.30363333429818,1.40305456845645e-05,0.000206219448984372,3.14478001715367
"TMEM200A",1.92486,0.36193,6.30179549218955,1.40761814761458e-05,0.000206406810617503,3.14147543873731
"NTNG1",1.8673,-0.04529,6.29180079596984,1.43270895034414e-05,0.00020959630238601,3.12349599290399
"WRNIP1",2.0198,-0.1065,6.28990241445965,1.43752720726714e-05,0.000209812110530431,3.12007942607799
"PRSS16",-1.32772,-0.05702,-6.27887521357521,1.46585176822931e-05,0.000213449784162579,3.10022357133461
"MFSD12",1.4395,0.22517,6.27695761150949,1.47083651161678e-05,0.000213588075871802,3.09676896291264
"SEMA6A",1.48606,0.02451,6.2758943760031,1.47360798044121e-05,0.000213588075871802,3.09485329704671
"HPN",1.450276,0.786342,6.26780646353168,1.49486952197788e-05,0.000215729306840181,3.0802758988546
"PPP1R1A",-1.99978,0.73319,-6.26713191411919,1.49665718904604e-05,0.000215729306840181,3.07905970153515
"LIMS3",1.29642,0.10697,6.26636472427386,1.4986930812989e-05,0.000215729306840181,3.07767639876099
"SYT7",-1.59474,-0.02033,-6.25652129447835,1.52507261902499e-05,0.000219024159199104,3.05992067616826
"ACAA1",1.968384,0.419268,6.2509848211217,1.54012243178512e-05,0.000220643772076909,3.04992799109962
"CXorf36",1.75978,0.50571,6.24979336658686,1.54338138849208e-05,0.000220643772076909,3.0477769988744
"DOCK11",-1.18542,0.18789,-6.24734666790418,1.55009637232243e-05,0.00022110010983399,3.04335923395727
"QDPR",1.412346,0.451287,6.23559701392,1.58277086926973e-05,0.000225248752279747,3.02213245554846
"MPST",1.48714,0.26367,6.23335405900611,1.58908956555116e-05,0.00022563633740722,3.01807818383722
"SNORA59A",1.94372,0.34746,6.22521211741827,1.61224859501838e-05,0.00022840794993985,3.00335528649149
"BPHL",1.85542,0.50215,6.22323778491619,1.61791729448939e-05,0.000228637844026976,2.99978375889161
"IRX1",-1.49754,0.09933,-6.22211252714907,1.62115743454436e-05,0.000228637844026976,2.9977479485692
"ISOC2",1.45426,0.38125,6.19417054776872,1.70382535835366e-05,0.00023975802576295,2.94713920598051
"NCAM1",-1.1538,-0.11856,-6.18560506787639,1.73003853703192e-05,0.000242580817243108,2.93160369294686
